kevin, Alison
wendy, Alison
wendy, Alison
ken, Alison cream soda
wendy, Alison cream
kevin, soda
ken, soda
wendy, 
wendy, 
kendra, 
marci, 
marci, 
marci, 
marci, 
ken, 
wendy, 
ken, 
kendra, 
wendy, 
kendra, 
wendy, 
marci, but I'm going to complain about it
marci, it they don't make white gravy
marci, 
marci, 
marci, 
marci, 
marci, 
wendy, 
wendy, 
wendy, 
wendy, regular
marci, regular regular
marci, 
ken, 
wendy, I was kind of wondering about that bottled water for
wendy, for the sparkling water but
wendy, but they don't make this
marci, but they don't make this kind at all anymore
kendra, make this
kendra, all anymore
kendra, 
wendy, 
marci, 
kendra, 
kendra, 
ken, 
marci, 
marci, 
kendra, 
wendy, 
marci, 
marci, 
wendy, 
wendy, 
marci, 
wendy, 
kevin, 
kendra, 
ken, 
marci, 
marci, 
ken, that's
ken, that's
kendra, that's
kevin, that's
kendra, that's
kevin, that's
kendra, that's
wendy, that's
wendy, that's
wendy, that's
marci, that's
wendy, that's
kendra, that's
marci, that's
kevin, that's
kendra, that's
ken, that's
kevin, that's
kendra, that's
wendy, that's
wendy, that's
marci, that's
kendra, that's
kendra, that's
marci, that's
ken, that's right
kevin, that's right
kevin, right there is more to tonight
wendy, 
wendy, 
wendy, 
x, 
kendra, 
wendy, well I have
wendy, 
wendy, 
marci, 
ken, 
marci, 
kendra, well
wendy, well she's in here stopping I
marci, stopping I hope you're having
wendy, I hope you're having Wendy
marci, having Wendy
kevin, Wendy has tried her hand
kevin, hand for the first time at making a clue or
ken, or
ken, or clue well
kevin, well
wendy, well
ken, well
wendy, well
wendy, well
kendra, well
kendra, well
kevin, well
kendra, well
kevin, well it's definitely stupid
ken, it's definitely stupid
kevin, stupid
kendra, stupid
wendy, stupid
ken, stupid
kevin, stupid
wendy, stupid
marci, stupid
wendy, stupid
x, stupid
wendy, stupid
marci, stupid
marci, stupid
wendy, stupid
wendy, stupid
wendy, stupid
kevin, stupid
kevin, 
wendy, 
ken, 
kendra, 
kevin, 
ken, 
kendra, 
marci, 
wendy, 
marci, I
ken, I
marci, I
ken, I don't think any
kevin, I don't think any will guess it though
wendy, any
kevin, though so
marci, so
ken, so
ken, so that's
kevin, so that's the whole
kevin, whole point of
wendy, of
wendy, of
wendy, of
wendy, of
kevin, of
wendy, of
kendra, of
kendra, of
marci, of
kevin, of
kendra, of
kevin, of
kevin, of
wendy, of
kendra, of
kevin, of
marci, of an exponential
kevin, of an exponential for
marci, for Xbox
wendy, for Xbox
marci, 
marci, 
wendy, 
wendy, 
wendy, 
kevin, 
kendra, 
wendy, 
wendy, 
wendy, 
ken, 
kendra, 
ken, 
wendy, 
ken, 
marci, on my tooth
kendra, 
kendra, on my tooth
kendra, it's
marci, it's
wendy, it's stuck in your gum
kevin, 
wendy, shootout
marci, shootout
wendy, 
kevin, 
wendy, 
kevin, 
wendy, 
ken, images don't open
kendra, images don't open your mouth
wendy, open your mouth
ken, 
marci, 
wendy, 
marci, 
marci, barely
wendy, barely see it
ken, barely see it
marci, 
wendy, Big
wendy, Big Lots on YouTube
marci, 
wendy, 
wendy, 
kendra, 
marci, 
kendra, 
kendra, 
wendy, everybody
kevin, 
wendy, 
kevin, 
ken, 
wendy, 
marci, 
kendra, 
marci, tired
wendy, tired
marci, tired
kendra, 
wendy, yeah I
wendy, I
wendy, I mean
kendra, I mean
wendy, mean when Mary tells
kendra, mean when Mary tells me to go to sleep over the weekend you
kendra, you know I need to go to sleep over the weekend
wendy, weekend that's good you're getting some good rest I
wendy, I have mentioned about 10 out my
marci, have mentioned
marci, mentioned about 10 out my
kevin, mentioned about 10
wendy, my
kendra, my
kendra, my 10 hours every
kendra, every night and
kendra, and I'm still like
kendra, like but
kendra, but I think I'm over it. And I'm like what
wendy, but I think I'm over it. And I'm
wendy, I'm like what
wendy, what is wrong with me
wendy, me that I am sleeping so much are
kendra, are
wendy, are
wendy, are
kendra, are
wendy, are
marci, are
wendy, are
x, are
marci, are you
kevin, are you
kendra, 
marci, 
marci, 
kendra, 
kendra, 
wendy, 
wendy, 
wendy, Beyonce
marci, Beyonce
kendra, Beyonce when she was pregnant
wendy, Beyonce when she was pregnant
kendra, pregnant
kevin, pregnant
kendra, pregnant
kendra, pregnant
kevin, pregnant
kendra, pregnant
marci, 
wendy, 
kendra, 
wendy, 
marci, Trish
marci, Trish
wendy, Trish
wendy, Trish
wendy, Trish
kendra, Trish
wendy, Trish
kendra, Trish
marci, Trish told
marci, told me she was playing some
wendy, was playing some
marci, some
marci, some
wendy, some
wendy, some
kendra, some
kendra, some little bitty Church from
kendra, from where I am now going
wendy, going to see your
kendra, your
wendy, your
marci, your friend right
marci, right shower
kendra, right shower
marci, shower
marci, shower
marci, shower
marci, shower at Becky's house
x, 
marci, that she was pregnant again like
marci, like 2 weeks pregnant
kendra, pregnant I
marci, I thought
kendra, I thought
marci, thought
kendra, thought
marci, thought
marci, thought
kendra, thought
wendy, thought
marci, thought
marci, thought
kendra, thought
wendy, thought
marci, thought
kendra, thought
marci, thought it was her
wendy, 
marci, 
wendy, 
wendy, 
marci, 
kendra, Trish
wendy, Trish
marci, Trish
kevin, Trish I
marci, I haven't even seen her
marci, her for years
wendy, 
kendra, 
kendra, 
kendra, 
marci, 
marci, 
kendra, 
marci, 
wendy, 
kendra, 
kendra, 
kendra, 
marci, 
kendra, 
kendra, 
wendy, 
kendra, 
wendy, 
marci, 
marci, is she working yet
marci, yet or still
marci, still at home no
wendy, no
kendra, no
wendy, no
wendy, no
wendy, no
kendra, no
kendra, no
kendra, no
kendra, no
marci, no
marci, no
marci, no
marci, no to that point she was
kendra, no to that point
kendra, point she was still on and in
kendra, in unending money Street
kendra, to the passage to get on her husband yeah
kendra, yeah
kendra, yeah
marci, yeah but has 30,000
kendra, has 30,000
marci, 30,000
kendra, 30,000
marci, 30,000
kendra, 30,000
marci, 30,000
kendra, 30,000
marci, 30,000 out
wendy, 30,000 out
wendy, out was supposed to pay line continuously
kendra, to pay line continuously
wendy, 
kendra, 
kendra, 
kendra, 
kendra, 
kevin, 
kevin, 
wendy, 
ken, 
kevin, 
wendy, 
marci, how
wendy, how much is your life insurance for
marci, 
kendra, 
ken, 
kevin, 
kevin, 
marci, 
wendy, 
kendra, 
marci, 
ken, 
kendra, 
wendy, 
kendra, 
marci, 
marci, 
kendra, 
marci, 
marci, 
kendra, 
kendra, somebody want
wendy, somebody want some presents were
marci, were
marci, 
wendy, I think she wants some presents that
marci, that was some cards
kendra, that was some cards
kendra, cards or something that
marci, something that we do
kendra, that we do
wendy, 
marci, 
wendy, 
kevin, 
marci, 
marci, 
marci, 
kendra, chill what's
ken, chill what's
marci, what's mean
wendy, mean
kendra, yo babe
kendra, babe how come this comes into fart plastic
wendy, plastic
kendra, plastic
ken, plastic
marci, plastic
marci, plastic bag
kendra, plastic bag
wendy, 
kendra, 
marci, 
wendy, 
wendy, 
kendra, 
kendra, 
kendra, 
marci, 
kendra, 
kendra, 
wendy, 
kendra, thank you for
ken, thank you for
kendra, for those hard to cut something
kendra, something on
kendra, 
kendra, 
wendy, 
kendra, 
kendra, YouTube
wendy, YouTube Senor
kendra, Senor De of Little Treasures
kendra, Treasures Simple Pleasures
kendra, Pleasures happy birthday they're
kendra, they're always dorky but
kendra, but at least they have cats on it
kendra, it right
wendy, 
kendra, 
marci, 
kevin, 
kendra, 
wendy, 
wendy, 
wendy, 
kendra, 
wendy, 
marci, 
kendra, 
wendy, 
kendra, 
marci, 
kendra, be
wendy, be
kendra, be full of love joy peace Lord
kendra, Lord we love you
kendra, you Kevin wedding veils
kendra, veils a
kevin, veils
kendra, a piece the monster that
wendy, between she
kevin, that is between she
wendy, she might
ken, she might not
kendra, she
kevin, she might not have mentioned taking
kevin, taking it was wishing
kendra, taking it was wishing your day I wish
wendy, wish
kevin, wish
kendra, wish
kendra, wish it
kevin, wish
kevin, wish it was a little monster
wendy, monster
kendra, monster
kevin, monster
kevin, monster
kendra, monster
kendra, 
kendra, 
kevin, 
kendra, 
marci, 
marci, 
marci, 
kendra, 
kendra, 
wendy, 
wendy, 
kendra, 
marci, 
kendra, 
kendra, feels like a pair and a spare dad
kendra, dad
wendy, dad
kendra, 
kevin, 
ken, 
ken, 
ken, 
kendra, 
kendra, 
marci, 
kendra, stare
kendra, 
kendra, stare
ken, stare
ken, stare
kendra, stare
kevin, stare
marci, stare
kendra, stare
kendra, stare
kendra, 
kendra, 
kevin, 
ken, 
ken, 
kendra, 
marci, 
marci, 
kendra, Rubbermaid you can't squash it
kevin, Rubbermaid you
marci, Rubbermaid you
marci, you can't squash it
ken, you can't squash it
kevin, you can't squash it ever
kendra, ever
marci, ever made
kendra, ever made
marci, made
kevin, 
kendra, 
kevin, that
ken, that
marci, that includes all
kendra, that includes all
kevin, that includes all the teaspoons know we
marci, teaspoons know we
kendra, we
kendra, we
wendy, we
wendy, we
kendra, we
marci, we bought them before you
kevin, we bought them before you had an apartment
kendra, them before you had an apartment
kendra, apartment
kendra, 
kendra, 
marci, 
marci, well in that cuz
kendra, well in that cuz
kendra, cuz I've got to be yellow
wendy, to be yellow
kevin, 
kevin, 
kevin, 
kendra, 
kevin, 
wendy, 
marci, I wish I could
wendy, I wish I could
kendra, I wish I could have been using
wendy, been using
ken, using
kendra, using
kevin, using
kendra, using
wendy, using
wendy, using
kendra, using
wendy, using
kevin, using
wendy, using
wendy, using
wendy, using
wendy, using
kendra, using
kendra, using
kendra, using
wendy, using
kevin, using them for several years but
kendra, using them
wendy, several years but
ken, but just trying to get rid of them
kevin, but just trying to get rid of them
kendra, them
wendy, 
marci, 
ken, 
kendra, 
kendra, 
kevin, 
wendy, 
marci, 
ken, 
ken, wow
kevin, wow that's
kevin, that's a real McCoy this
ken, that's a real
kendra, this is the knife to
kendra, to use for birthdays window
kevin, for birthdays window
wendy, window
kevin, window
marci, window
kendra, window
wendy, window
kevin, window
ken, window
ken, window
wendy, window
kendra, window switch
kevin, switch your hair sure
kevin, sure is
kendra, is
wendy, 
kevin, 
kendra, 
kevin, show show me was in there
kendra, show show me was
kendra, was in there
kevin, 
kendra, 
wendy, 
wendy, 
kevin, weather
wendy, weather Flagstaff
kevin, weather Flagstaff
wendy, Flagstaff
wendy, 
marci, 
marci, tub
ken, 
kevin, tub
wendy, 
marci, can
kendra, can
kendra, can
kevin, can
kevin, can
kendra, can you
kevin, can you have a cat in your apartment
marci, a cat in your apartment
kendra, apartment I'm going to have a cat in my apartment
kevin, 
kevin, 
kevin, 
kendra, 
kendra, 
kevin, 
ken, 350
kendra, 350 bucks that
kendra, that is
kevin, is
marci, is microwavable
wendy, is microwavable
kendra, microwavable
marci, microwavable
ken, 
kendra, 
kendra, 
marci, 
wendy, 
wendy, 
wendy, 
wendy, 
wendy, 
wendy, 
kevin, 
wendy, 
kevin, 
kendra, 
marci, 
kendra, 
marci, don't drop it on my keys for everything
kendra, on my keys for everything
marci, everything break some nights
wendy, 
kendra, 
kendra, 
kendra, 
kendra, 
wendy, 
kendra, 
wendy, 
wendy, 
kendra, 
wendy, 
kevin, 
kendra, 
marci, 
kendra, 
kendra, 
kendra, 
kendra, on
kevin, on
kendra, on
kevin, on my first day
kendra, on my first day of my new apartment
wendy, new apartment
kendra, 
kendra, 
wendy, 
kendra, 
kendra, 
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
wendy, 
kevin, 
kendra, 
marci, yeah
kendra, 
kendra, 
marci, yeah probably
ken, yeah probably the
kendra, yeah probably
kendra, probably the
wendy, the
wendy, the
kendra, the best time to find out boy
kendra, boy let
kendra, let me tell you
ken, 
kendra, 
kendra, 
wendy, 
kendra, 
kendra, 
wendy, 
kevin, 
kendra, 
wendy, 
kendra, 
kendra, 
kendra, 
kevin, 
kendra, 
kendra, 
marci, 
kevin, 
marci, 
kendra, 
kendra, 
wendy, 
marci, 
kendra, 
marci, 
kendra, I thought you already brought the cake in the
wendy, the
marci, the
marci, the gift
marci, how
marci, how do I get my
kendra, how do I get my
kendra, 
ken, 
marci, mom
kendra, mom
marci, mom
ken, mom
marci, mom
wendy, mom can
kendra, mom can
kendra, can be
kevin, can be
kevin, be
wendy, be
marci, be
kevin, be
wendy, be
marci, be
marci, be
wendy, be
marci, be
wendy, be
marci, be
wendy, be
marci, be
kendra, be
kevin, be
kendra, be
kevin, be
marci, be
ken, be used
marci, be used
wendy, be used
kendra, used
marci, used
marci, used vacuum it's
kendra, used vacuum
kendra, it's a good
marci, it's a good brand you
kendra, you
marci, you can get the bags at at
marci, at United Vacuum bags
kendra, bags yeah
marci, yeah we
kendra, we have money honey
kendra, honey
wendy, honey they last forever
kevin, 
wendy, 
marci, 
wendy, 
wendy, 
marci, 
kevin, 
marci, 
marci, 
kevin, 
kevin, 
kendra, 
marci, 
kendra, 
kevin, turn it on hit
kendra, hit
marci, hit
wendy, hit
wendy, hit
kevin, hit
wendy, hit
kevin, hit
ken, hit the button on
kevin, hit the button on the foot
wendy, the foot
ken, foot
wendy, 
ken, 
wendy, 
wendy, 
kevin, 
wendy, 
kevin, 
kendra, 
marci, 
marci, 
kevin, 
kevin, 
marci, 
wendy, 
wendy, 
wendy, 
wendy, 
marci, 
ken, 
wendy, 
kevin, 
kevin, 
kevin, 
kendra, 
kendra, 
marci, 
marci, 
kendra, 
kendra, 
kendra, 
marci, 
wendy, all right
kevin, all right
ken/kev, right
ken, 
marci, 
marci, 
marci, just
kevin, 
ken, just
marci, just one owner or what
kendra, just one owner or
kendra, or what
marci, what number to it
ken, number to it
marci, it she
kevin, she
ken, she
kevin, she
kendra, she
kevin, she was all like you
kendra, she was all like you
kevin, you only took it out on the weekend
marci, you only took it out on the weekend
ken, 
kevin, 
kendra, 
marci, 
kendra, 
kevin, 
marci, 
ken, 
kendra, and
marci, and
marci, and a new belt and
marci, and a new bag completely
marci, completely new bag
marci, bag and he warranties it for a year for
marci, for
marci, for the money I had
marci, had I couldn't afford a new one and
marci, and I didn't want to get a $34 job from Target this
kendra, I didn't want
marci, this
kendra, this
wendy, this
wendy, this
marci, this one is a good one
kendra, this one
kendra, 
kevin, 
wendy, 
kendra, 
kendra, 
marci, 
kendra, 
wendy, 
wendy, 
wendy, 
marci, 
kendra, 
marci, 
marci, 
wendy, 
kevin, 
kendra, 
wendy, 
kendra, 
kevin, 
wendy, 
kevin, 
wendy, 
kendra, 
wendy, 
wendy, 
wendy, 
wendy, 
wendy, Grandma United
ken, Grandma United
kevin, United
wendy, United
kendra, United
kendra, United
kendra, United
kendra, United
wendy, United
marci, United Vacuum on
marci, on Coliseum right
marci, right beside where the old
marci, 
kendra, 
kendra, 
marci, 
marci, 
marci, oh
kendra, oh really you
marci, you won't
kevin, you won't believe what happened to us in the parking lot of the mall the other day
wendy, believe what happened
wendy, the parking lot of the mall
kendra, 
kevin, 
kevin, 
wendy, 
kevin, 
kendra, 
wendy, 
wendy, no
kevin, no
kevin, no I
kevin, I guess you was trying to like
kevin, like Laura's to a place where they would sell like
kevin, like imitation
kevin, imitation cologne but
kevin, but he said
kevin, said it's not imitation
kevin, imitation because it's
marci, because it's
wendy, it's
marci, it's by
kevin, it's by the same people but
marci, by
wendy, by
wendy, by the same people
wendy, but it's different.
kevin, but it's different. I'm
wendy, I'm like what are you doing out
kevin, I'm like
kevin, like what are you doing out here
wendy, 
wendy, 
wendy, 
wendy, 
wendy, look like brothers duffle
kevin, brothers duffle bag
kevin, bag
kevin, 
wendy, 
wendy, 
kevin, 
kevin, 
kevin, 
wendy, 
marci, 
marci, 
marci, 
kevin, no no because
wendy, because
wendy, because he wasn't
wendy, wasn't trying to sell it
wendy, it he was just saying that
wendy, that the smell like your car or
wendy, or whatever
wendy, whatever because
wendy, because they're
wendy, they're going to try
wendy, try to see
wendy, see if there's a market for the store but
wendy, but they want to open down
wendy, down the road that's
wendy, that's working
kevin, that's working agent
kevin, agent
wendy, 
ken, 
ken, 
kevin, 
kevin, 
kendra, 
wendy, 
kevin, 
kevin, 
kendra, 
kevin, 
ken, 
marci, 
wendy, 
kendra, 
wendy, 
wendy, I got
kendra, I got what is this guy
marci, got what is this guy
wendy, got what is this guy doing
marci, 
kevin, 
wendy, 
ken, 
kendra, 
kendra, 
kevin, 
wendy, 
kevin, 
kendra, 
kendra, 
ken, 
marci, 
kendra, 
kendra, 
kevin, 
kevin, 
marci, 
wendy, they cookies
kendra, 
marci, 
kendra, 
marci, 
kendra, 
wendy, 
kendra, yep don't
wendy, don't
wendy, don't forget
marci, don't forget to buy yourself a
marci, and
wendy, and
kevin, and don't forget to take the tupperware out of your oven before
wendy, and don't forget to
kevin, before you turn it on
wendy, it on
marci, I'm
kendra, I'm
kendra, I'm
kendra, I'm going
kendra, going
kendra, going
kendra, going
kendra, going to fill up baby to covered you'll
kevin, you'll
kendra, you'll be surprised
wendy, you'll be surprised
kendra, 
marci, 
kevin, 
wendy, 
kendra, 
wendy, 
ken, no food processor and
ken, and everything
kendra, 
kendra, 
ken, 
ken, 
ken, 
ken, 
ken, 
marci, 
kevin, 
ken, 
ken, 
ken, I don't
marci, I don't
kevin, I don't
kevin, don't think we took any time today or put
marci, any time today or put
kendra, put
ken, put
marci, put
wendy, put
kendra, put
kendra, put
wendy, put
kendra, put
kendra, put
kendra, put you in my chest
marci, put you in my chest I
kendra, I know
ken, I know Kelly
kendra, know Kelly said she asked for it
kendra, it I was like I
kendra, I saw before she didn't
kendra, didn't I asked a long time ago and
kendra, and nobody said anything will
kendra, will
kendra, will find out what it is if
kevin, if
wendy, if
ken, if
marci, if
kendra, if
ken, if
kendra, if
ken, if
kendra, if
marci, if
kendra, if
marci, if
kendra, if
kendra, if I can
kendra, can either
kendra, either like a cedar or
ken, either like
kendra, or something
kendra, 
ken, 
kendra, 
ken, 
wendy, I did not feel
wendy, 
ken, 
marci, 
marci, so
wendy, so you want to hook up chest
marci, chest
wendy, chest
marci, chest
marci, 
kendra, 
kendra, 
kendra, tell your mom I said thank
kendra, thank you
wendy, 
wendy, 
wendy, I know
kendra, I know Rubbermaid
marci, Rubbermaid makes the best spatula non
kendra, non breakable
kendra, 
wendy, 
kendra, 
marci, when
kevin, when
marci, when do you get
marci, get I've
wendy, get I've
marci, I've
marci, I've got
wendy, I've
wendy, I've
wendy, I've got to check the stuff out
wendy, out
wendy, going
wendy, going
wendy, going to be drunk I'm
wendy, I'm not going to get for Kendra
kendra, for Kendra says she'll
wendy, Kendra says she'll
ken, she'll
wendy, she'll break it
kendra, she'll break it
marci, it yourself
wendy, yourself and
wendy, and blame it on me so
wendy, so yeah
x, so yeah
kevin, yeah
marci, yeah
kendra, yeah
kendra, 
ken, 
marci, 
wendy, 
marci, 
wendy, 
marci, 
marci, 
marci, and
kevin, and
wendy, and you
kevin, you have
kendra, you
wendy, you have a dishwasher in your apartment
kendra, you have a dishwasher
kendra, apartment call
kendra, call
wendy, call Honey
wendy, 
ken, 
wendy, 
kendra, 
kendra, yeah
kendra, car wash dishes you
wendy, you have any furniture yet or
kendra, or taking that couch and
kendra, and that's
wendy, that's what I'll have room
kendra, that's what I'll have room for it
wendy, room for it I just
kendra, just
kendra, just
kevin, just
wendy, just
kendra, just
kevin, just
kevin, just
kevin, just bought and
kendra, bought and
kendra, and
wendy, and
wendy, and
kevin, and
wendy, and
kevin, and put it on layaway
wendy, and put it on layaway
kevin, layaway
kendra, layaway
kevin, layaway
wendy, layaway
ken, layaway
kendra, layaway
kevin, layaway
kevin, layaway
kevin, layaway
wendy, layaway
kevin, layaway
marci, layaway
wendy, layaway and I
kevin, layaway and I
kendra, I
kevin, I
kevin, I
kendra, I
kendra, I
kevin, I
kendra, I
kevin, I
kevin, I
kendra, I
kevin, I had a pair of blue jeans
wendy, I
kendra, I had a pair
kevin, it
kevin, it
kevin, it was a yellow Adidas shirt
kevin, shirt and a new belt and
wendy, a new belt
marci, and
wendy, and I'm laid it all out
kevin, and I'm laid it all out on the couch
marci, and I'm laid it all out on the couch and Tigger
kevin, couch and Tigger puked on it
kendra, 
marci, 
ken, text
kendra, text
marci, text free
kendra, text free
kevin, 
wendy, 
wendy, we
wendy, we
kendra, we
kendra, we
wendy, we have end
wendy, end tables
wendy, tables to Bulgaria
x, 
kevin, 
kevin, 
wendy, 
wendy, 
$ indeterminate between "too" and "two" 1014.99 1015.39 kendra, 
$ indeterminate between "too" and "two" 1014.99 1015.39 kendra, 
wendy, 
wendy, 
kevin, 
wendy, what
kendra, what are the front
kevin, what are the front end
kevin, end in the hind end
wendy, end
ken, I
kevin, I don't
marci, I don't
wendy, I
wendy, I
kendra, I don't want
wendy, I don't
kevin, don't
wendy, don't want
wendy, want me to different
kendra, want me to different grandma
kevin, to different grandma
wendy, different grandma
kendra, grandma
kendra, 
wendy, 
kendra, 
wendy, 
kendra, 
kendra, 
kendra, 
wendy, 
kevin, 
kendra, 
wendy, 
kevin, 
wendy, 
kendra, 
kendra, 
kendra, 
kendra, 
wendy, 
ken, 
kevin, 
ken, 
ken, 
kevin, 
kendra, 
kendra, 
kendra, 
kevin, 
kevin, 
ken, 
wendy, 
kendra, 
kendra, 
kendra, 
kevin, 
wendy, do you want
kendra, do you want what you
wendy, want what you
wendy, you got deathly
kevin, you got deathly silent
wendy, deathly silent
ken, 
ken, 
kevin, 
ken, 
wendy, 
wendy, 
kevin, 
wendy, think you'll get married have a
kendra, American
wendy, American money in
kendra, American money in
ken, in here I'm going
kendra, in here
kendra, here I'm going to be a manager of a Merrill Lynch Branch
ken, Branch over
kendra, over 70
kendra, 70
ken, 
marci, 
marci, 
marci, 
marci, America
kevin, America
kendra, America
ken, America
ken, America
kendra, America
kevin, America sometime
kendra, America sometime
kendra, sometime
kendra, sometime
ken, sometime
wendy, sometime
kendra, sometime
kendra, sometime
ken, sometime
marci, sometime
ken, sometime
ken, sometime
kendra, sometime
ken, sometime
marci, sometime
ken, sometime
kendra, sometime
kendra, sometime
kendra, sometime
wendy, sometime with the machine gun in
kendra, sometime
wendy, in Home
wendy, Home Alone
ken, Home Alone
kevin, Alone
ken, 
kendra, 
wendy, 
ken, 
ken, 
ken, how
marci, how
kendra, how
kevin, how
kevin, how do
marci, how do you say
ken, do
wendy, do you say
ken, do you say
kevin, do you say
kevin, say
kevin, say birthday to you
wendy, say birthday to you
marci, say birthday to you
ken, say birthday to you
kevin, happy
marci, happy birthday
kevin, happy birthday dear Karen Drive
ken, happy birthday dear Karen Drive
wendy, happy birthday dear Karen Drive
kendra, 
kevin, 
ken, 
kevin, 
wendy, 
kendra, 
kevin, 
wendy, 
marci, 
marci, quarters of the century perhaps
kendra, 
kendra, 
kevin, 
marci, 
wendy, 
kendra, 
kendra, 
kendra, 
kendra, oh
kevin, oh that's
marci, that's nasty
kevin, that's
kevin, that's nasty
marci, 
kevin, 
wendy, 
kevin, 
kevin, 
wendy, 
wendy, 
kendra, 
marci, 
ken, 
kevin, 
kendra, 
kendra, 
kendra, everybody
kevin, everybody
wendy, everybody
wendy, everybody ready ready
ken, everybody ready
ken, ready
marci, ready 1 2 3
ken, ready
wendy, ready
wendy, ready 1 2
wendy, 2 3
wendy, 3
many, I
kevin, I think they're relightable they
wendy, relightable they
wendy, they
kendra, they
kevin, they are they
wendy, they are they
marci, they are they
marci, they are when they do
kevin, they are when
kevin, when they do that
ken, that
kevin, 
kevin, don't
marci, don't talk Spanish
ken, don't talk Spanish
kendra, don't talk Spanish
kevin, 
marci, Spanish
kevin, dang
ken, dang
ken, dang Duncan answers all over me
kendra, dang Duncan
kevin, Duncan answers all over me
kendra, Duncan answers all over me
kendra, me
ken, me
marci, smoke
kendra, smoke
ken, smoke
kevin, smoke alarm
marci, smoke alarm
kendra, 
kendra, 
ken, 
marci, 
ken, 
marci, 
kendra, 
kendra, 
marci, what the hell last
marci, 
kevin, last
kevin, last
marci, last time you did that
kendra, last
kendra, last
kevin, last time you did that Dad
kevin, Dad and the Brain
kendra, the Brain
wendy, Brain
wendy, 
kendra, shrimp
kevin, shrimp cake
wendy, 
marci, 
kevin, 
wendy, 
wendy, give
marci, give
kevin, give
marci, give you a rice cake with
wendy, a rice cake with cheddar
marci, with cheddar on it
